premise,hypothesis,gold_label,pred_label
"Like in most schools in Charlotte, if you go on other sides, it's like everybody's just white, but in my school, there was every kind of person you could ever meet.",My school was filled with people who were all extremely alike. ,contradiction,entailment
It is the story of eccentric and violent ideas sprouting in the fertile ground of political and social turmoil.,This story is about violent ideas fomented by political and social turmoil.  ,entailment,entailment
"Those who are not familiar with feminist writings may find it useful and interesting to consider a book, recently published in Britain, that is typical of the harsher brand of such works.",Those who don't read feminist writings might want to read a book I recommend to people.,entailment,neutral
Does she like what she does?,Does she like what she is doing?,entailment,entailment
We're at war . . . somebody's going to pay.,This is a peaceful time for the country.,contradiction,contradiction
Is he your favorite superhero?,Is that your favorite actor?,contradiction,contradiction
Several FAA air traffic control officials told us it was the air carriers' responsibility to notify their planes of security problems.,Air traffic control officials told us the air carriers were in charge of notifying their planes of security problems.,entailment,entailment
"Please RSVP to Tammy Jackson by Tuesday, November 2, 1999 at 264-7555, ext.",We will not accept RSVPs after that date.,neutral,neutral
"Do you feel like that's a Southern thing or a NC thing, or--",Do you feel that it's a northern thing they do?,contradiction,entailment
"As United 93 left Newark, the flight's crew members were unaware of the hijacking of American 11.",As the flight United 93 left Newark the crew members were tragically unaware of the hijacking of American 11.,entailment,neutral
"And that keeps me, as an adult, one, remembering to pray like a child, and to maintain some of the innocence, which is difficult, of a child.",As an adult I try to retain some of the innocence of a child.,entailment,entailment
"Presumably FAA would have provided such information, but we do not know how long that would have taken, nor how long it would have taken NEADS to locate the target.",The time it would have taken for NEADS to locate the target is unknown.,entailment,entailment
"In the new competitive arena'where demand uncertainty and time to market have become important factors along with price'textile firms are being forced to adapt to information-integrated channels, rather than just drawing on the economies of scale that led to their success in the past.","There has been a shift, by force, of textile firms adapting to information-integrated channels.",entailment,entailment
"They're making trincheras, they call them trincheras, where they're putting mounds of stones near the houses, so that the bullets there.","They're building trincheras, or stone trenches around their houses.",entailment,entailment
"Um, I wish I could think more.",I wish I could think less.,contradiction,contradiction
"Daddy's, daddy's a builder right?",Is father a builder?,entailment,entailment
No state dollars are available for this project.,All of the state's dollars go to the project. ,contradiction,contradiction
"Well, one day, I sai, I was going from San Miguel, uh, to Carolina, my brother lived, my brother was the principal of that, of that school there, in Carolina.",My brother lives in Carolina where he is principal of an elementary school. ,-,neutral
"This means that half of your contribution will be returned to you through State tax savings, while the entire donation amount will remain deductible on your Federal taxes.",You must donate more than 100 dollars.,neutral,neutral
"We count on your continuing interest in Sudden Infant Death Syndrome, the SIDS Alliance and our programs.",We count on your donation to help fight SIDS.,entailment,neutral
This joint attention to objects and events fosters early language development.,This joint attention will have the most impact on fostering language development. ,neutral,neutral
"The reception is scheduled for Thursday, April 29, (6:00-7:30 p.m.) at the Hyatt Regency.",The reception is scheduled to go for less than two hours.,neutral,neutral
"The interest in man's forebears did not become fashionable upon the publication, a few years ago, of Roots : on a far larger scale, we have been trying to discover all we can about the origins not of men but of man.",The interest in ancestors didn't become popular for a long time. ,-,entailment
"In addition, there was a rich collection of words relating to water, not necessarily indicating its presence.",There was a collection of words that were about sky.,contradiction,contradiction
"And although the wages of nonsupervisory workers in retail have been and still are quite low,9 the compensation system for buyers provided substantial rewards for favorable results.",Workers in retail positions continue to be paid poorly.,entailment,contradiction
"Our studies of business units with differing levels of the four practices indicate that firms with the complete set of practices achieve similar or slightly better performance in regard to the percentage of goods delivered complete and on time, although these differences between business units are not very dramatic.",Differences in business unit that utilized the four practices resulted in dramatic differences in performance.,contradiction,contradiction
It just kind a fills it out a little bit makes it a little easier on the ear especially if they can't sing but.,It's unpleasant to listen to before we do this.,neutral,contradiction
"Second, the total amount of retail space in the United States has expanded dramatically, even while consumer expenditures on apparel items have declined as a share of total expenditures.","There is a lot more retail space in the United States, even though the proportion of spending on apparel has decreased.",entailment,entailment
"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies.",There were no White House video teleconferences held that day or for another week. ,contradiction,contradiction
"Before we take up this emerging theoretical consensus, let's address the question of whether greater parental commitment, in the context of today's demanding and stressful work lives, is possible.",The emerging theoretical consensus can be realized with a greater parental commitment.,neutral,entailment
"In practice, however, retail inventory management is fraught with challenges, such as long and uncertain order-fulfillment lead times, and errors in product identification and record keeping.","By and by, be that as it may, retail stock administration is full of difficulties, for example, long and indeterminate request satisfaction lead times, and blunders in item ID and record keeping.",entailment,entailment
"Manager, New York  We have several situations going on here.","This is New York to Manager, we have several issues going on.  ",entailment,entailment
"Upon entering the work force, he discovered few job opportunities that seemed to match his abilities.",He had been completed both masters and postgraduate degrees.,neutral,neutral
"Men say that, too, of course.",Men and women alike say that.,entailment,neutral
These findings are not an indictment of maternal employment or nonparental child care.,Maternal employment or non parental child care are not an allegation of the findings from last Wednesday.,neutral,neutral
"Um, yes y'all need to include that picture with my little dysentery here, uh disinter, I guess it is.",You all need to include a picture.,entailment,entailment
Are you reading things?,Are you reading?,entailment,entailment
"The school received 1,437 applications to seat 260 students in the 1992 entering class.",There were 260 seats to fill in the 1992 entering class.,entailment,entailment
"Bin Ladin's Historical Opportunity Most Muslims prefer a peaceful and inclusive vision of their faith, not the violent sectarianism of Bin Ladin.",Most Muslims do not interpret their faith like Bin Laden,entailment,neutral
"The slang of one military generation passes on to the next, so the Marines who called the Koreans gooks in the '50s and the Vietnamese gooks in the '60s and '70s were the linguistic heirs of the Marines who called the Nicaraguans gooks in 1912.",Some military slang terms have been in use for several decades.,entailment,entailment
Do you know what a teja is?,What is a teja?,entailment,entailment
"What a pleasure, for example, to discover that one who has been tagged out at home plate is the victim of an  out-throw. ","What a disgraceful moment, for example, to discover that one who has been tagged out at home plate is the victim of an out-throw.",contradiction,contradiction
We do not have to differentiate between military or civilian.,They have a clear distinction between military and civilians.,contradiction,contradiction
"Mr. Joseph Hymes'  Do Mistake'Learn Better  [XV,1] brought to mind the time a Japanese acquaintance told me of a friend of hers who decided to tackle the original English version of three books she had enjoyed while in Japan.",The books were first printed in Japanese.,contradiction,neutral
"Um, not too many stories about my dad's childhood.",My dad doesn't remember much of his childhood.,neutral,entailment
Bin Ladin's grievance with the United States may have started in reaction to specific U.S. policies but it quickly became far deeper.,Bin Ladin always loved the United States and the west.,contradiction,contradiction
"On the other hand, I do not have the hard evidence at hand and assume that the RHD does.","The evidence given may be hard, but it also stored on a computer, too.",neutral,neutral
"It is great to know that people, like you, who have graduated from our program are willing to support us in such a significant way.",We like the knowledge that people who have graduated from our program will give us money. ,entailment,neutral
"At 9:57, the passenger assault began.",The passengers were too scared to fight back.,contradiction,neutral
"I am feeling quick on the trigger, quick on the draw, hot as a pistol, and loaded for bear, so I am going to get the drop on you and let you have it with both barrels.","I'm very confident in my skills, so I'm definitely going to shoot you first.",neutral,neutral
"At the same time or shortly thereafter, Atta-the only terrorist on board trained to fly a jet-would have moved to the cockpit from his business-class seat, possibly accompanied by Omari.",Atta and Omari were two terrorists who were armed with box cutters.,neutral,neutral
58 provides the cost for one boy or girl to participate in scouting activities for a year.,A donation of 58 dollars provides scouting activities for one boy or girl.,entailment,neutral
"The reason, Robinson and Godbey suggest, is that our pace of life is faster.", Robinson and Godbey say our pace is slow.,contradiction,contradiction
"The newly svelte lady surely had in mind an about-face, not a pirouette, and was lithely (as she might say) unaware that her expanded metaphor had canceled the sense of her loss (a moroxish pun?)",The newly svelte lady did not have in mind a pirouette. ,entailment,entailment
"Hani Hanjour, assigned to seat 1B (first class), soon followed.",Bob was assigned to seat 2a,neutral,contradiction
They could not recall that any of the passengers they screened were CAPPS selectees.,"They did not screen any passengers, and had no idea who were CAPPS selectees.",contradiction,entailment
joint facility in Riyadh for training the Saudi National Guard.,Training was not allowed in Riyadh.,contradiction,contradiction
Or the flight attendants may just have been in their way.,The terrorists tied  the flight attendants because they were in the way. ,neutral,neutral
Each award involves a tuition/fee remission and a $1000 stipend.,Every honor cancels some tuition and awards one thousand dollars. ,entailment,entailment
"Between 9:01 and 9:02, a manager from New York Center told the Command Center in ",A manager from the New York Center told the Command Center something between 9:01 and 9:02.,entailment,entailment
"(Bearing-Gould, a compulsive writer, was a man of Victorian delicacy.",Bearing Gould wrote a lot of stuff,entailment,neutral
Dentistry has been a part of my life for as long as I can remember.,Dentistry has been in my life since I can remember.,entailment,entailment
"Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.",Finished goods inventory has a very direct bearing on a Manufacturers' bottom line.,neutral,neutral
"Yeah, he had a guy that would help him on Wednesdays, it was the local barber.",He knew the local barber.,entailment,neutral
From that point of view the differing interpretations Mr. Anson and I read into the passage are of secondary importance.,The differing interpretations are of upmost importance and cannot be overlooked.,contradiction,contradiction
"And I said to him, I'm not going to be able to go.",I told the guy I was not going to be able to go.,entailment,entailment
We've helped people break free of the welfare cycle.,We've provided job training for people on welfare.,neutral,neutral
Allah is the greatest!,Allah sucks!,contradiction,contradiction
"Not yet a reality, but often seriously discussed, is terraforming `aitering an extracterrestrial body to make it capable of supporting  Earth's life forms.","Terraforming exists but is never discussed, it is rather taboo. ",contradiction,contradiction
"We are leaders in the bar, business, government, and community affairs.","As we are the leadership of the community affairs, we need to invest in charity.",neutral,neutral
"So, early that morning, that afternoon, I came down from San Miguel, and I told him, I'm going to go.",I told him that afternoon that I am moving out of the house.,neutral,neutral
The Herron School of Art and Gallery at IUPUI is contemporary art!,The herron school of business is good.,contradiction,contradiction
Many business firms have  casual days  for office attire.,Business firms have casual days where formal wear is not required.,entailment,entailment
What happened? ,What happened last night?,neutral,neutral
"They assumed the fighter escort would be discreet, vectored to a position five miles directly behind the hijacked aircraft, where it could perform its mission to monitor the aircraft's flight path.",The fighter jets stayed far enough away to track the plane.,entailment,entailment
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,the last five chapters are about apparel and apparel related material.,contradiction,neutral
 You can't do it with your hands; you need a peeler.,"It is technically possible, but not permitted for one to use their hands.",neutral,neutral
Bin Ladin was prepared to pick up where he had left off in Sudan.,Bin Laden hated the country if Sudan. ,neutral,neutral
"While Bin Ladin maintained his own al Qaeda guesthouses and camps for vetting and training recruits, he also provided support to and benefited from the broad infrastructure of such facilities in Afghanistan made available to the global network of Islamist movements.","Some al Qaeda guesthouses and camps were maintained and supported by Bin Ladin, along with those owned by other groups of Islamists.",entailment,entailment
"My favorite story, um, oh, Cinderella.",I hated the Cinderella story.,contradiction,contradiction
Chinese mothers typically corrected the child   What did you say? ,Chinese mothers do not correct their children.,contradiction,contradiction
"Genes and peers do not supplant adult agents, including parents, grandparents, aunts, uncles, family friends, and teachers.","Grandparents, aunts, teachers and uncles are adult agents.",entailment,entailment
"At that point in time, the Langley pilots did not know the threat they were facing, did not know where United 93 was located, and did not have shootdown authorization.",The Langley pilots were fully aware of the threat and situation and had authorization.,contradiction,contradiction
"Under Boolean algebra , W has the  a set that is closed under the two commutative binary operations and that can be described by any of various systems of postulates all of which can be deduced from the postulates that an identity element exists for each operation, that each operation is distributive over the other, and that for every element in the set there is another element which when combined with the first under one of the operations yields the identity element of the other operation&lt;under the operations of taking intersections and unions, the subsets of a given set form a Boolean algebra","Boolean algebra is formed from the subsets of a given set, and under Boolean algebra certain sets are closed underneath two commutative binary options that are described by systems of postulates, which can be calculated from the postulates which identify elements that exist for each specific operation.",entailment,entailment
"This year's Annual Appeal goal is $65,000.","Our goal this year is $75,000.",contradiction,contradiction
It's a faith that has made brothers and sisters of every race.,People of all races have been a part of this faith.,entailment,entailment
These trainers were later heard boasting that their assistance led to the October 1993 shootdown of two U.S.,"At a later point, these trainers were heard bragging that their help led to the shoot-down and complete destruction of two U.S. helicopters.",neutral,neutral
"Our faculty are involved in the community, working with city officials, conducting research, and providing the community with expertise and service.",Our faculty provides the community with no service due to their incompetence.,contradiction,contradiction
"You can find out more about our work and environmental developments on Beacon Hill at ELM' s website, www.EnvironmentalLeague.org.",ELM's website contains a special section dedicated to Beacon Hill.,entailment,neutral
"I thought that was surely the first time I had ever seen such an obvious typographical error in, of all things, a simple title on a simple 78-rpm record.",I thought it was the first time I'd seen such an error.,entailment,entailment
"Because introducing changes at any step may unbalance the system as a whole, technological innovations have not easily found their way into the sewing room'which may be out of sync with what an integrated retail-apparel-textile channel requires.","Technological innovations are ubiquitous in sewing rooms, and without them, workers would be out of sync. ",contradiction,contradiction
 You went treating!,Treating is for kids.,neutral,neutral
"Your gifts have helped him grow, too, by providing the training and support Joe's tutors have needed, buying the books, Joe used, and giving him the opportunity to meet and learn with other adult learners from Indianapolis and around the country.","Your donations have helped Joe's tutors receive the necessary training, buy the books he used and give him the chance to meet and learn with other adult learners.",entailment,entailment
The literacy statistics change little from year to year.,We do not have any data on literacy.,contradiction,contradiction
We're at war . . . somebody's going to pay.,We are going to get back at them.,entailment,neutral
Customers rarely inform the sales clerk in a typical retail store if a desired product is out of stock; they either buy a different product or leave the store without making a purchase.,"Customers will usually just buy something else, or leave the store entirely, if the item they want is not in stock.",entailment,entailment
"Obese is a compound of two Latin words, the prefix, ob - `over' + “dere"" eat.","The English word ""obese"" has its origins in Latin.",entailment,neutral
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.,Creating a production line did not involve any calculations of the amount of workers and flow of products.,contradiction,contradiction
"And I said, I don't have anybody, I said, hidden away.",I don't have anyone hidden here. ,entailment,entailment
What do you do for that?,Where do you go for that?,contradiction,entailment
And the lion ate him.,The lion devoured him.,entailment,entailment
"Confronted with a violent Islamist movement that killed President Anwar Sadat in 1981, the Egyptian government combined harsh repression of Islamic militants with harassment of moderate Islamic scholars and authors, driving many into exile.",The Egyptian government adopted a hard line policy against Islamic militants after President Anwar Sadat was killed in 1981.,entailment,entailment
18 The advantage of using VMI programs stems from the retailer and manufacturer working together to determine a flow of shipments that optimizes the economics of the two parties as a system.,The retailer and manufacturer work together as a team to determine optimal economic levels.,entailment,entailment
"About five minutes after the hijacking began, Betty Ong contacted the American Airlines Southeastern Reservations Office in Cary, North Carolina, via an AT&amp;T airphone to report an emergency aboard the flight.",Betty Ong was unsuccessful in contacting the American Airlines Southeastern Reservations Office.,contradiction,contradiction
OK Adam is now going to talk about the music industry.,Adam will discuss the music industry. ,entailment,entailment
"When parents and children spend most of their time apart, the result is a profound dampening of parents' socializing power.","When parents and kids are together more, the result is parents socialize more.",neutral,contradiction
"At last, he has found success in a job that he loves.","At last, he retired and stopped working a job that he hates.",contradiction,contradiction
"Six, southwest of the White House, deviating away.",Six were headed directly toward the White House.,contradiction,neutral
"He also lost the head of his military committee, Abu Ubaidah al Banshiri, one of the most capable and popular leaders of al Qaeda.",Abu Ubaidah al Banshiri was the head of his military committee.,entailment,entailment
One senior FAA air traffic control manager said that it was simply not the FAA's place to order the airlines what to tell their pilots.,The FAA tries to control pilots too much. ,neutral,neutral
"An understanding that, above anything else, success requires genuine effort, a willingness to set challenging goals.",You need to stretch yourself to achieve success,entailment,neutral
Contributing members of the winning class will receive an added bonus of a tuition-waived registration to a non-restricted C.E.,Contributing members of the winning class will love the present in-store for them.,neutral,neutral
"This is a story that my dad told me when I was small, a long time ago that, there was a girl that, she was very young, she was going to go visit her parents.","In my dad's story, the young girl didn't live with her parents. ",entailment,contradiction
"He views either of them as the instrument, the bond, of his not being able to pass on the crown to a successor of his choosing (or of his subsequent begetting).",Actually passing on the crown is quite simple and easy.,neutral,neutral
"Yeah, we gotta get-we gotta alert the military real quick on this.",The military should already have been alerted about this.,neutral,neutral
That's a good attitude!,That is a negative and unwanted perspective. ,contradiction,contradiction
These findings are not an indictment of maternal employment or nonparental child care.,Maternal employment or non parental child care are not an allegation of the findings from last Wednesday.,neutral,neutral
"I'm all for Latin courses, but there's an easier way of building your English vocabulary then plowing through the intricacies of Latin morphology and syntax.",Latin is often studied by those who wish to learn English.,neutral,neutral
"Um, I don't think I'll be able to settle down here though, because most of my relatives live up north.","I will settle down here, I am sure of it. ",contradiction,contradiction
"In 1990, 73 percent of all workers in this industry were classified as working in the sewing department; 91 percent were sewing machine operators.",This demonstrates the overwhelming need for sewing machine operators in the present.,neutral,neutral
"Again, the time it takes managers to reach a decision is what determines the length of this process.",This time is dependent on the rate which producers can create the products.,neutral,contradiction
The thin plastic sheet effectively cuts off the flow of room air through the fabric.,Room air can destroy the fabric if it's not controlled.,neutral,neutral
"Of those beginning prenatal care in the first trimester, Indiana mothers rank in the lower third of individuals receiving such care nationwide.",Two-thirds of Indiana mothers receive prenatal care in the first trimester.,contradiction,contradiction
"The NMCC officer who participated told us that the call was monitored only periodically because the information was sporadic, it was of little value, and there were other important tasks.","The officer didn't tell us anything, he said this was on a need to know basis.",contradiction,neutral
And how was growing up in Charlotte?,How was it growing up in the Western US?,contradiction,contradiction
"Helen W. Power, in  Women on Language; Women in Language [XV","Helen W, Power is a highly intelligent woman. ",neutral,neutral
"Well, one day, I sai, I was going from San Miguel, uh, to Carolina, my brother lived, my brother was the principal of that, of that school there, in Carolina.",Sometime I'm going to visit my brother in Carolina. He's the principal of a school out there. ,entailment,entailment
"And how, OK can you tell me any flood stories about growing up in Penn?",Did you personally experience floods growing up in Penn? ,entailment,entailment
"The Department of Defense, like the Department of State, had a coordinator who represented the department on the interagency committee concerned with counterterrorism.",The Department of Defense has a coordinator who had a seat on the interagency committee and was involved in decision making with the FBI.,neutral,neutral
It praised the 1983 suicide bombing in Beirut that killed 241 U.S.,"In 1983, 241 people were killed in a suicide attack in Beirut.",entailment,entailment
"Last year a small number of alumni each contributed between $2,500 and $4,999 to the school.",A number of alumni contributed over $5000.  ,neutral,contradiction
"During my time in senior high, and, after that, in the Army Air Force, I had other things on my mind (there was a war on, after all), and I didn't give the MUSKRAT-MUSKAT-MUSCAT RAMBLE problem any thought.","I had the war on my mind, among other things, during my time in senior high.",entailment,entailment
"I love to read just plain history, um, it must have rubbed off in some aspect because that's the kind of thing I still read.",I love to read pure history.,entailment,entailment
"Callers reported that a passenger had been stabbed and that two people were lying on the floor of the cabin, injured or dead-possibly the captain and first officer.",The passengers tried to help the injured.  ,neutral,neutral
Only written or printed Chinese provides the glue to hold the Babel together.,Only words sung in Chinese hold the Babel together.,contradiction,contradiction
"Top-down  an apex of professors and doctors buttressed by the holders of college degrees (many of them lower-level administrators, teachers, and researchers within the system).",Every professor and doctor has a college degree. ,neutral,neutral
finding an interesting shell on the beach ( Looks like Mom's shiny necklace. ,That shell looks like Mom's necklace she got at the art fair.,neutral,neutral
And you where do you live now?,Where do you live now?,entailment,entailment
American 11 struck the NorthTower at 8:46.,The first plane crashed into the south tower around 9:00,contradiction,contradiction
"and so on through the whole megillah : `long, involved story.",The scroll was a very complicated confusing story.,neutral,neutral
But technical innovations have aided the operators.,Operators have been able to save time through the assistance of technology.,neutral,neutral
"However, we recognize that contributions at the Maennerchor Society level are not possible for all.",Contributions at the level of the Maennerchor Society are impossible for some.,entailment,entailment
More picturesque are the references to erections.,The references to erections had a lot of pictures.,neutral,entailment
This plan is one more reason to preserve the perennially endangered Endangered Species Act -the most effective wildlife law ever passed.,This plan shows us that we need to do away with the Endangered Species act.,contradiction,contradiction
Al Qaeda also used the Afghan state-owned Ariana Airlines to courier money into the country.,Al Qaeda used Ariana Airlines to courier money into Afghanistan.,entailment,entailment
"My, and I somehow managed to convince my, my mother and stepfather, of the time, to uh get me a couple of turn tables and started mixing songs and scratching and doing all that D.J. stuff.",I persuaded my mother and stepfather to get me a couple of turntables. ,entailment,entailment
I won't tell.,I'll tell.,contradiction,contradiction
"He quotes an Andalusian artist, Manuel Torres, as having exclaimed of composer Manuel de Falla's Nocturno del Generalife ,  Todo lo que tiene sonidos negros tiene duende  (`All that has black sounds has duende ').",Manuel Torres is an Andalusian artist.,entailment,entailment
The Command Center told Cleveland that FAA personnel well above them in the chain of command had to make the decision to seek military assistance and were working on the issue.,The Command Center informed Cleveland about the choice FAA personnel had to make.,entailment,entailment
Everything will be okay.,Everything will be all right.,entailment,entailment
"Among the subjects he touches on in his poem are street crime, unemployment, the degradation of the welfare system, tacky urban renewal projects, overcrowding, high rents and unscrupulous landlords, noise, vehicular traffic, congestion, even problems of immigration and integration.",He only touches on three subjects in his poem.,contradiction,neutral
"At 9:21, NEADS received a report from the   Military, Boston Center.",The NEADS used the report to identify a potential strategy.,neutral,neutral
No it hasn't because my grades are still pretty bad.,I should really spend more time studying and try harder to get to all my classes.,neutral,neutral
"Not until 1998 did al Qaeda undertake a major terrorist operation of its own, in large part because Bin Ladin lost his base in Sudan.","After this operation, Bin Ladin was motivated by the effectiveness of the attack.",neutral,neutral
Make-believe roles are not equally pleasurable'a feature of cooperation that is as true in everyday life as it is in fantasy play.,All make-believe roles are as equally pleasurable as each other.,contradiction,contradiction
"Cobuild and CED are far from being such polar opposites, but they exemplify this general point.",Cobuild and CED aren't truly polar opposites.,entailment,neutral
I firmly am committed to that.,I'm apathetic to that.,contradiction,contradiction
"(Admittedly, no party completely purges its rhetoric of terms like phallologocentric, however.)",No party completely purges its rhetoric of terms like phallogocentric.,entailment,entailment
"Yeah, I liked it a lot.",I enjoyed it quite a bit.,entailment,entailment
"Practicing and solidifying modes of representation, Piaget emphasized, make it possible for the child to free thought from the here and now; create larger images of reality that take into account past, present, and future; and transform those images mentally in the service of logical thinking.","Piaget emphasized, that nothing else should be considered when thinking illogically.",contradiction,neutral
The FAA and CIA joined at 9:40.,Two organizations came at 9:40.,entailment,entailment
"The  lowing herd  ( Onomatoplazia ) wound slowly in the first verse of  Elegy in a Country Churchyard,  by Thomas Gray, not Oliver Goldsmith.","The first verse of Elegy in a Country Churchyard, in which bovids moo mournfully, is not the work of Oliver Goldsmith as is commonly claimed, by the work of Thomas Gray.",neutral,neutral
"But unprofitable heavy industry, state monopolies, and opaque bureaucracies slowly stifled growth.",Unprofitable heavy industry and opaque bureaucracies stimulated growth.,contradiction,contradiction
"Duende [XV, 1] may be absent in Italian and French, as Mr. Bria assures us, but it is alive and prospering in Portuguese.",Mr. Bria assures use that Duende might not be in Italian and French.,entailment,entailment
I liked that part.,I did not enjoy that part at all.,contradiction,contradiction
"They touch an object, hold it up, or point to it while looking at another person to make sure he or she notices.",They will never get attention by pointing at an object while looking at another person.,contradiction,contradiction
"Best of all, probably, was the unintentional but unavoidable hilarity roused by Hattie McDaniels, Butterfly McQueen, and Vivien Leigh as they jabbered and squeaked in Japanese about Ashley Wilkes, Mista Rhett, and the fall of Atlanta.",The hilarity that ensued as the Japanese women spoke was completely on purpose.,contradiction,neutral
Look at this.,Please direct your attention elsewhere. ,contradiction,neutral
I want to meet the coldest women'the women who get their diamonds and cars and then start to bawl about how sad and unlucky they've been.,I have no interest in meeting women with diamonds and cars because they have plenty of problems of their own.,contradiction,contradiction
"As the above sampling of concerns reveals, today's parents are not just worried about major transitions and traumas, such as the impact of marital breakup or community violence.",Parent's these day's aren't concerned about major transitions.,contradiction,entailment
"Denim is from de `from' + Nimes , the town.",Nimes means the town in the root of Denim.,entailment,entailment
"This sort of misnomer leads Carnegie to suppose that  to the uninitiated no map is so misleading as that of West Australia where lakes are salt-bogs without surface water, springs seldom run, and native `wells' are merely tiny holes in the rock, yielding from 0 to 200 gallons. ",People not familiar with Western Australia would read a map and find the actual results to be misleading.,entailment,entailment
I firmly am committed to that.,I'm committed to that religion.,neutral,neutral
What are those stories?,These stories are?,entailment,entailment
The killers were assumed to be rival Egyptians.,Rival Egyptians were assumed to be the culprits behind the killings.,entailment,entailment
"Considering the circulation of The New York Times on Sundays, his column is probably the most widely read commentary on contemporary English in the world; that places more than one uncommon burden on a  he must do his utmost to be accurate; he must try to select subjects likely to be of interest to his readers; and he must write well.",He needs to write well and choose engrossing subjects to his readers. ,entailment,entailment
These advancements simply would not have been available without contributions from alumni and friends of the school.,These advancements were available without any contributions.,contradiction,contradiction
"She has a cut, see?",Don't you see her cut?,entailment,entailment
"The  lowing herd  ( Onomatoplazia ) wound slowly in the first verse of  Elegy in a Country Churchyard,  by Thomas Gray, not Oliver Goldsmith.","Thomas Gray and  Oliver Goldsmith are the same person, neither of whom wrote Elegy in a Country Churchyard.",contradiction,neutral
"Whether the apparel item is casual or formal, the stitching in the garment must accomplish one or more of the following objectives.",There are no objectives associated with the stitching in the garment.,contradiction,contradiction
The whole idea of such a procedure is enough to make one sweat bullets.,It is very nerve-wracking to go through a procedure like that.,entailment,entailment
"Partnership with YMCA of Liberia - In 1998, we continued our efforts to help the YMCA of Liberia re-establish after 7 years of civil war.",It is expected that recovery will take a decade. ,neutral,neutral
Barn is compounded from the Old English words beren `barley' + ern `house.,Barn is an old word,entailment,entailment
"Repeatedly between 10:14 and 10:19, a lieutenant colonel at the White House relayed to the NMCC that the Vice President had confirmed fighters were cleared to engage inbound aircraft if they could verify that the aircraft was hijacked.",Fighters were confirmed by the Vice President to engage aircraft that were hijacked.,entailment,entailment
"Alternatively, an adept supplier who uses information for planning, production, and distribution may well share in the competitive advantages derived from better information on the true state of final customer demand.",Suppliers who know their customers' demand tend to make the most profits.,entailment,neutral
"Um, Peyton Place was, had, um, kind of a fascination because I was at summer camp in NH, near Gilmanton Iron Works, where that woman, the author, lived.",The summer camp was very fun in that I had learned a lot.,neutral,neutral
"The doctor got, did some tests and uh, done some tests.",The doctor did some tests.,entailment,entailment
Today's girls will be tomorrow's leaders--and they're counting on YOU!,Without your help they will not develop the skills to become leaders.,neutral,neutral
This fall alumni and students at the Indiana University School of Law Indianapolis will initiate several programs to encourage alumni support for the school.,Several programs will start in Indianapolis to get more alumni support. ,entailment,entailment
NORAD would receive tracking information for the hijacked aircraft either from joint use radar or from the relevant FAA air traffic control facility.,NORAD gets tracking information for planes from joint use radar or the FAA.,entailment,entailment
"A successful U.S. apparel-maker, for instance, may assemble basic men's khaki pants in average sizes in Mexico, taking advantage of low labor costs as well as Mexico's proximity to the maker's Texas distribution centers; at the same time, this company can choose to manufacture products with more variable demand, like khaki pants with narrow waists and long inseams, in the United States, providing fast turnaround for retailers and lower exposure to inventory risk.",The United States prefers outsourcing its labor to Mexico.,neutral,neutral
"I feel like I'm letting them down, so to, so to speak.",I am certain that I am not meeting their expectations. ,entailment,neutral
"In Sudan, he established an Islamic Army Shura that was to serve as the coordinating body for the consortium of terrorist groups with which he was forging alliances.",He forged no alliances with terrorist groups.,contradiction,contradiction
An envelope and giving card are enclosed (with checks payable to Indiana University Foundation).,We have enclosed an envelope and giving card for your convenience.,entailment,neutral
Please help Goodwill and help people find jobs.,The Goodwill needs to fire more people.,contradiction,neutral
"I love to read just plain history, um, it must have rubbed off in some aspect because that's the kind of thing I still read.",I don't like history books.,contradiction,contradiction
"Like when I lived at home, we did not get along at all for anything in the world; we would fight all the time.",When I was at home we fought all the time.,entailment,entailment
"At the same time, Boston Center realized that a message transmitted just before 8:25 by the hijacker pilot of American 11 included the phrase, We have some planes.",The hijacker on one of the flights said that they had some planes.,entailment,entailment
"At 9:34, the Command Center relayed the information concerning United 93 to FAA headquarters.",The Command Center relayed the information concerning United 93 to FAA headquarters to seek help.,neutral,neutral
. . . [I]f they're there then we'll run on them.,"They said, ""If they are there, then we will run on them"" to try to save the crew, passengers or buildings in larger public places from being attacked. ",neutral,neutral
The music industry.,The industry producing music.,entailment,entailment
"I've, I've decided and it's very hard.","It's been difficult, but I've made a decision.",entailment,entailment
"Corporate participation involves an annual unrestricted gift of $2,500 or more for Chancellor's Circle or of $1,000 or more for Chancellors Associates.",There is more than one annual giving option for corporate participation.,entailment,entailment
"Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.",Retailers routinely hold fashion goods in finished goods inventory to the happiness of Manufacturers.,contradiction,neutral
