premise,hypothesis,gold_label,predicted_label
i voted in the last national one yeah i'm not sure if i got the last local one,I'm fairly sure I got to vote in the last local one.,contradiction,entailment
i like the Moody Blues,I do not like the music of the Moody Blues.,contradiction,contradiction
"Waldemar Szary, a food technician at the OSM 'Paziocha', was having a very bad day - the kind of a very bad day, which normally comes after one of those very good days.",Waldemar Szary has been a food technician for OSM Paziocha since she graduated from culinary school. ,neutral,neutral
Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,neutral,entailment
I was pulled into the bar.,The lure of alcohol was unrelenting and the bar pulled me in.,neutral,entailment
"The South African priest who invited Clinton to do so is quoted in the paper as saying that once Clinton stood up, he was thinking about how much embarrassment it would have caused him by my saying, please sit down.",A South African priest once invited Clinton to do so in quoted paper. ,entailment,entailment
The following are examples of how teams were used in the agency initiatives we reviewed.,We reviewed how sales teams were used in the initiatives.,neutral,neutral
"New Madeirans traded sugar, the era's dominant luxury item, with Britain and Flanders, and they proved skillful in the art of winemaking.",Their wine was famous even in Italy.,neutral,neutral
I hope that our common interests will lead us to a consensus - one that will provide the country with significant benefits.,it is not hoped that the common interests will lead us to a consensus.,contradiction,contradiction
yes well yeah i am um actually actually i think that i at the higher level education i don't think there's so much of a problem there it's pretty much funded well there are small colleges that i'm sure are struggling,I think there are some small colleges that are having trouble.,entailment,entailment
"I've got it down in my notes if you want to see them."" She extended the woven cords.",She offered up her notes.,entailment,entailment
"Almost directly overhead, there was a rent place where the strange absence of color or feature indicated a hole in the dome over them.",There was a rent place where the strange absence of color indicated a hole over them.,entailment,entailment
we're thinking about putting one of those in,We are considering taking one those out.,contradiction,contradiction
The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,The Edinburgh International Festival has been held annually since 1947. ,entailment,entailment
Time reports that Harrer denies having known she was.),Harrer was will aware that she was.,contradiction,entailment
and uh i know what nothing is when i moved out there,I found out what plenty was when I moved there.,contradiction,contradiction
It is that prospect that may bring Republicans together to defend a CPI everyone knows is inaccurate.,An inaccurate CPI can be defended by Republicans,entailment,entailment
uh-huh you can't do that in a skirt  poor thing,You can do anything in a skirt.,contradiction,contradiction
"His voice was even and calm, not a hint of rage.",He was not at all concerned about what was happening.,neutral,neutral
Las Vegas now seems poised to accept the multiple layers of its existence as a tourist city.,Las Vegas appeals to multiple types of people.,entailment,neutral
right well the preseason really doesn't mean anything either,"The preseason means everything, and they know it too.",contradiction,contradiction
I was deeply impressed by the power and eloquence of the counsel for the defence.,The counsel for his defence did not impress me in any way.,contradiction,contradiction
Act Accounting the Great Management Reform Act,Accounting bad management ,contradiction,contradiction
"After four years, Clinton has learned how to avoid looking unpresidential.","After four torturous years, Clinton finally gets how to avoid unpresidential behavior.",neutral,neutral
isn't it i can remember i've only been here eight years but i can remember coming to work from i used to live in Wylie and i could see downtown Dallas,Downtown Dallas was a short drive from where I lived in Wylie.,entailment,neutral
"Christ on a crutch, what does he have to do to lose your support, stab David Geffen with a kitchen knife?",You have extreme political devotion.,neutral,neutral
"The most important directions are simply up and up leads eventually to the cathedral and fortress commanding the hilltop, and down inevitably leads to one of three gates through the wall to the new town.",The cathedral will be spotted midway along the path to the fortress at the summit.,neutral,neutral
"Long Bay is seven miles of sublime fine sand, gentle azure water, and cooling palm trees.",Long Bay is a five mile stretch of sublime fine sand.,contradiction,contradiction
"They greatly outnumber the 6,500-odd human inhabitants mostly white, many the descendants of Huguenots from Brittany and Normandy.",Normandy and Brittany were the epicentres of the Huguenot movement.,neutral,neutral
Arafat is also ailing and has no clear successor.,Arafat is in bad health and does not have a person chosen to take his place.,entailment,entailment
"While the Freedom of Information Act, the Trade Secrets Act, and other statutes may generally protect certain categories of information from disclosure by an agency to the public, this protection does not justify withholding the information from GAO.",The GAO should know all information to prevent fraudulent politicians and officers. ,neutral,contradiction
Their goals remain influential as India approaches the new millennium while it continues to modernize its industry and increase its agricultural output.,India's agricultural output has doubled in the last decade. ,neutral,neutral
"(The Ramseys buried their daughter in Atlanta, then vacationed in Sea Island, Ga.) This absence, some speculate, gave the Ramseys time to work out a story to explain their innocence.",Some speculate that the Ramseys buried their daughter before they went on vacation.,entailment,entailment
"Most produce is locally grown, with some from the restaurant's own organic garden.",Most produce is local.,entailment,entailment
This fellow is flying a hot air balloon and suddenly realizes he is lost.,This fellow is flying a hot air balloon and is lost.,entailment,entailment
"Oh my God, I'm actually intimidated by a Simulacra.",I am intimidated by Simulacra because he killed my father. ,neutral,contradiction
Never mind that the movie had been out for months and that a Best Supporting Actor Oscar nomination had already been awarded for the portrayal of the female character.,the actors exploded,contradiction,neutral
"The Aegean has a short, wet spring when walking, hiking, and mountain biking are extremely enjoyable activities, because the weather is pleasant but not too hot.",Hiking during summer in the Aegean is not recommended because of the risk of overheating.,neutral,neutral
"But it was quite a natural suggestion for a layman to make.""",The layman's suggestion was not unreasonable. ,entailment,entailment
Answer? said Julius.,Julius needed an answer right then.,neutral,entailment
"Daniel nodded, fetching me a glass of beer.",It was Daniel who got me the beer. ,entailment,neutral
The bhakti movement of the Tamils brought a new warmth to the hitherto rigid Brahmanic ritual of Hinduism.,The Tamils' bhakti movement froze the previously warm ritual of Hinduism.,contradiction,contradiction
yes that i think that's true so that makes them feel definitely like outsiders but like getting back to the their government benefits they they do have a lot of uh tax benefits,They receive more tax benefits then anyone else. ,neutral,neutral
"Moreover, it is possible to have questions that require nested case studies.","Also, questions can not require nested case studies.",contradiction,contradiction
"Saint-Th??gonnec is an outstanding example, its triumphal arch setting the tone for the majestic calvary of 1610.",Both the triumphal arch and the calvary were built in 1610.,neutral,contradiction
"We need to be sure of our going."" But Tuppence, for once, seemed tongue-tied.",Tuppence was shocked.,neutral,neutral
more than anything else in this day and age that's got to be a big factor in your decision's just the the cost of how much you're gonna pay,In your decisions age is not a big factor at all,contradiction,contradiction
The panels are to collect advice and recommendations from representatives of affected small entities as part of their deliberative process.,Affected small entities have representatives who provide advice and recommendation to the panels for their deliberative process.,entailment,entailment
with little back packs of their own and you know things like that,They have tiny back packs and stuff.,entailment,entailment
in Asia yeah i spent,"In Asia, yeah, I spent 3 years",neutral,entailment
"They wanted you, so they got you.""  Dave considered it.","They wanted to use your skills, so they brought you here.",neutral,entailment
Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.,Critics feel Frankenheimer could have included a lot more information about the Alabama governor in the miniseries. ,neutral,neutral
go up to state parks with six shelters and little screened in areas and then travel trailers and all the way up to conference center type campings that have uh you know air conditioning like hotels with uh,The state parks have 2 shelters.,contradiction,contradiction
There are many homes built into the hillsides; some have been converted into art galleries and shops selling collectibles.,All of the homes in the hillside have been converted into art galleries and shops selling collectibles.,contradiction,contradiction
"The avenue on the left leads towards the pointed Divan Tower (Divan Kulesi), at the foot of which lie the Council Chamber and the Grand Vezir's Office.",The avenue goes towards the Divan Tower and the Grand Vezir's Office.  ,entailment,entailment
"After considering comments of the Postal Service and other participants, the Commission found the proposal problematical, and declined to pursue it.",It was suggested that part of the reasons for the Commission's decision were financially-motivated.,neutral,neutral
Grantees statistically sample the cases closed in the previous year to determine if the sampled cases generally meet the requirements for reporting cases to LSC.,Grantees are not going to pay attention to cases closed in the last year.,contradiction,contradiction
i i have some feelings about it in the sense that i feel if a person is guilty beyond a reasonable doubt and it's a really heinous crime i feel like the Bible says an eye for an eye,I'm sure that it's never justified no matter how bad the crime.,contradiction,contradiction
Emeralds? ,Diamonds?,contradiction,contradiction
"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,entailment,entailment
"Beautiful examples of enamelware, ceramics, and pottery are produced in great abundance, often following a Celtic theme.",A large number of Celtic-themed items is produced.,entailment,neutral
"According to a 1995 Financial Executives Research Foundation report,5 transaction processing and other routine accounting activities, such as accounts payable, payroll, and external reporting, consume about 69 percent of costs within finance.",Almost 70% of costs within finance are for routine accounting activities. ,entailment,entailment
"A little past the small theater built for local dramatic performances, there's a fine view across the bay to Basse-Terre.",There is a good view of the bay.,entailment,neutral
"Although it is a significant part of the poverty population, Asians historically have not been able to participate in the services and programs available to the poor, he said.",Only 1% of Asians are poor.,neutral,contradiction
"In DOD's current acquisition environment, the customer is willing to trade time and money for the highest performing weapon system possible.",Time and money take precedence over the performance of the weapon system itself.,-,neutral
They do not know it themselves.'  ,They have no knowledge of it themselves.,entailment,entailment
"Each individual's survival curve, or the probability of surviving beyond a given age, should shift as a result of an environmental quality improvement.",People will live longer if they get plenty of fresh air.,neutral,neutral
" The equipment you need for windsurfing can be hired from the beaches at Tel Aviv (marina), Netanya, Haifa (at Bat Galim beach), Tiberias, and Eilat.",There is nowhere in Eilat where you can hire windsurfing equipment. ,contradiction,contradiction
"Because of limited resources, local legal services programs are forced to turn away tens of thousands of people with critical legal problems.","If the resources were there, it would be unthinkable for these programs to be turning so many people away.",neutral,neutral
"The students' reaction was swift and contentious, as if their feelings had been hurt.",The students responded strongly.,entailment,entailment
yeah they uh they the voters voted one way and it and then uh some federal judge said no that was unconstitutional and they have had two or three votes and the city council is divided over what the district should be because they divide it one way and the minorities say we're losing representation  representation and uh it it's just a big battle,the vote of the people was actually unconstitutional,entailment,entailment
Funchal's central area boasts the best variety of shops and local products on the island.,Funchal heavily imports hand-crafted goods because of how many they manage to sell every week.,neutral,contradiction
"On the left of the entrance ramp is the open space once occupied by the Temple of Athena, close to which are the remains of the Pergamene library.",There are no remains visible from the ramp.,contradiction,contradiction
Current Chinese leaders have distinctive characteristics that give them significant advantages over the United States in foreign policy.,Chinese leaders have characteristics that give them an advantage over the US where foreign policy is concerned. ,entailment,entailment
"For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.",The Loire stopped being a vital highway shortly after the revolution.,neutral,neutral
What seems to be a special bargain price for just  one week only  could turn out to be a year-round con.,Some weekly store sales turn out to be a year-round sale scams that frustrate the previous customers.,neutral,entailment
and ancient coins,Ancient coins are the only ones I buy.,neutral,contradiction
They're both excited about it ...,They're excited. ,entailment,entailment
Another alternative is that our heroes were pursuing the noble goal of academics everywhere--tenure.,Our heroes are going after their academic goals. ,entailment,entailment
"Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old woman was diagnosed with non-Hodgkin's lymphoma, a type of cancer, she said.",She has cancer and needs the benefits to take care of her children.,entailment,neutral
The new rights are nice enough,Everyone really likes the newest benefits ,neutral,neutral
did you well it's not just that are there enough jobs for people here now,it's not just that the new factories have brought a lot of jobs to town,neutral,entailment
There is uncertainty associated with all of the numbers presented in this paper due to sampling error and estimation error in econometric estimation procedure used to recover household-level demand functions,The research that went into this report is potentially faulty.,entailment,neutral
uh there's uh some very nice places like the bass which is a uh sort of a huge monolithic rocks that you can you can walk up the beach and into these uh enormous caverns that are partially submerged and you can wade in the pools and so forth very popular tourist spot,"One good thing to visit is the huge rocks near the beach, because you can go inside these amazing caverns, and play in the pools formed in the rocks. ",entailment,entailment
The Journal put the point succinctly to  Is any publicity good publicity?,"The Journal asked ""Is this a good political move?""",neutral,entailment
"(The Ramseys buried their daughter in Atlanta, then vacationed in Sea Island, Ga.) This absence, some speculate, gave the Ramseys time to work out a story to explain their innocence.",It's speculated hat the Ramseys ate their daughter.,contradiction,contradiction
He needs to keep his finger on the pulse to succeed during the short tourist season.,He needs to match what his customer want.,entailment,entailment
"In the original, Reich is set up by his host and then ambushed by a hostile questioner named John, and when he tries to answer with an eloquent Mr. Smith speech (My fist is clenched.",John questions Reich in a hostile manner in the original.,entailment,entailment
At the pictures the crooks always have a restoorant in the Underworld.,The crooks tend to have it in pictures about the Underworld.,entailment,entailment
"But they also don't seem to mind when the tranquillity of a Zen temple rock garden is shattered by recorded announcements blaring from loudspeakers parroting the information already contained in the leaflets provided at the ticket office; when heavy-metal pop music loudly emanates from the radio of the middle-aged owner of a corner grocery store; and when parks, gardens, and hallowed temples are ringed by garish souvenir shops whose shelves display both the tastefully understated and the hideously kitsch.",A Zen temple rock garden is a zen place.,entailment,contradiction
We always knew it was an outside chance.,We were never assured of it happening in time and we knew this full well.,entailment,entailment
so i don't completely agree with that either,I'm also not entirely in agreement with that either.,entailment,entailment
yeah i've always threatened to take lessons but i've never gotten around to it,I threaten my wife to take lessons on how to cook so that she can't cook anymore. ,neutral,neutral
Hearty Sabbath meals.,There are 5 differant meats in our sabbath foods.,neutral,contradiction
and uh oh i guess an hour into my somewhat sleep a guy woke me up and uh said you'd better get out of the the tent they're they're liable to come down several of the others had already come down blown down they hadn't blown away but they had flattened,The guy was worried about my safety.,entailment,neutral
"Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ...",Critics believe Goodman played a great father in this role.,neutral,neutral
"A proserous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants.",The shopping at the tourist district is some of the cheapest around.  ,neutral,contradiction
"It can be done, he said at last. ",It is possible. ,entailment,entailment
Paper goods.,Paper goods are easily sold.,neutral,neutral
"Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.",The experts give opinions from current administrations.,contradiction,contradiction
"First, we can acknowledge, and maybe even do something about, some of the disaffecting fallout from globalization, such as pollution and cultural dislocation.",We can acknowledge there is fallout from globalization around the world.,entailment,entailment
"The advent of the Bronze Age (about 3200 b.c. ), and the spread of city-states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacah??y??k near Ankara.",The tomb of Troy is full of bronze and silver treasure.,contradiction,neutral
"Just east of the Star Ferry terminal, you'll come to CityHall.",City Hall is to the east of the ferry terminal.,entailment,entailment
Decline and Decadence,Rising and trashy.,contradiction,contradiction
and he's an engineer so he even came over and set it up for me and had it running for like two hundred dollars so i thought that,"After he set it up, i took him out to lunch for being so nice.",neutral,neutral
That analysis is guided by an economist's faith in the maxim that people are generally pretty good at looking out for their own interests.,People focus on the good of others ,contradiction,contradiction
yeah um gosh i think it was only like three and a half pounds and for me that's big that's why i'm saying i love to go fishing because i've never caught anything really really big um so because it's always been you know in the on a lake and uh i know they have bigger fish than that but you know three and a half pounds and that was huge for me,It was just a few pounds but I ate it all.,neutral,entailment
a good team but they're an underdog that's why i like them is the Philadelphia Eagles,The Philadelphia Eagles are the most well known team.,contradiction,contradiction
"You've got the keys still, haven't you, Poirot? I asked, as we reached the door of the locked room. ",I had the keys in my pocket.,neutral,contradiction
yeah i can believe that,I agree with what you said.,entailment,entailment
yeah what do you do,What don't you do?,contradiction,contradiction
oh uh-huh well no they wouldn't would they no,"No, they wouldn't.",entailment,entailment
"You are sure that you did not in any way disclose your identity?"" Tommy shook his head.",Are you sure you didn't reveal who you are? ,entailment,entailment
"Strom Thurmond , R-S.C., celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now.",Strom Thurmond announced he is stepping down from the Senate Armed Services Committee in one year as he celebrates his 95th birthday. He would like to retire.,neutral,neutral
His plan was a simple a symmetrical design with straight streets and grand squares.,His plan had a haphazard and crooked design for streets.,contradiction,contradiction
you don't think it's a deterrent,You are convinced it will be a deterrent,contradiction,contradiction
'Go now.',Stay. ,contradiction,contradiction
"When people are late, it makes it hard to keep things working in a rational fashion.",People have to be on time for the work to be well made.,entailment,entailment
Detroit Pistons they're not as good as they were last year,"The Detroit Pistons are not as good as they were last year, most of their good players left",neutral,entailment
So it was traumatic.,It wasn't traumatic for me. ,contradiction,contradiction
"Off El Hurriya Street you'll find the Neo-Classical facade of the Greco-Roman Museum with a fine collection of both Roman, Greek, and Ptolemaic artifacts found around the city and under the waters of the harbor, along with many ancient Egyptian pieces.",The museum is barren and has no artifacts or exhibits. It's a shit museum.,contradiction,contradiction
"Also, stakeholders may not interpret principles consistently, and it is important for stakeholders to have the same conceptual framework as preparers when interpreting a principle.",stakeholders may not interpret principles consistently,entailment,entailment
As of last week he charges $50 an hour minimum instead of $25 for the services of his yearling Northern Utah Legal Aid Foundation.,His charges went up because his rent went up,neutral,contradiction
He bent down to study the tiny little jeweled gears.,He bent down to examine the decorated gears.,entailment,entailment
"A funny place for a piece of brown paper, I mused. ","I looked down at my desk, which was a mess, as usual, and had some white and brown papers on it.",neutral,contradiction
GAO's Web site (www.gao.gov) contains abstracts and full-text files ofcurrent reports and testimony and an expanding archive of older products.,The GAO has received many complaints due to lack of a website. ,contradiction,contradiction
"All of our many earnest experiments produced results in line with random chance, they conclude.",The experiments proved that it was no different that random chance.,entailment,neutral
Las Vegas now seems poised to accept the multiple layers of its existence as a tourist city.,Las Vegas is a tourist city in multiple layers.,entailment,entailment
"It is not possible to walk up through the water as at Dunn's River, but steps have been erected at the side of the water to take you to a platform at the foot of the first cascade.","Just as at Dunn's River, you can wade up through the water to the platform.",contradiction,contradiction
well uh normally i like to to go out fishing in a boat and uh rather than like bank fishing and just like you try and catch anything that's swimming because i've had such problems of trying to catch any type of fish that uh i just really enjoy doing the boat type fishing,I fish in the boat and try catching any fish because I have trouble catching certain types.,entailment,entailment
They have found a new object of their affection.,They love their new sports car.,neutral,neutral
"After the recovery of Jerusalem in 1099, it took four hundred years of sieges and battles, treaties, betrayals, and yet more battles, before Christian kings and warlords succeeded in subduing the Moors.",The Moors were able to subdue the Christian kings after just a decade of war.,contradiction,contradiction
"Once the pious devotions are over, however, wine flows, fireworks explode, espetada (kebab) stalls flourish, and Monte regains normality for another 363 days.",Monte is a location devoted solely to pious devotion.,contradiction,contradiction
Marriage is an important institution.,Marriage is crucial to society.,neutral,entailment
From his second sight Jon saw San'doro grappling with a much larger man.,San'doro was running away so he didn't have to fight.,contradiction,contradiction
"On your right is the entrance to the 16th-century Sandal Bedesten, with lovely brick vaults supported on massive stone pillars.",The Sandal Bedesten took forty years to completely construct.,neutral,neutral
"After the death of Columbus in 1505, Jamaica became the property of his son Diego, who dispatched Don Juan de Esquivel to the island as Governor.",Diego wasn't knowledgeable enough to govern the island.,neutral,neutral
right well the warmth that developed between them and again it i think was a picture of relationships,Their relationship was cold and meaningless.,contradiction,contradiction
"We saw a whole new model develop - a holistic approach to lawyering, one-stop shopping, she said. ",She felt like holistic lawyering overcomplicates the shopping process.,contradiction,contradiction
"Hey, no problem, a fine policy.",The worst policy ever.,contradiction,contradiction
"But of course, that's just another way of saying that liberal democracy--a value Huntington surely ranks above the alternatives morally--may never fit some peoples as naturally as it fits us.",Liberal democracy may not fit some people as good as it fits us.,entailment,entailment
"The village is Sainte-Marie, named by the explorer when he landed on 4 November 1493, attracted by the waterfalls and river he could see flowing down the green inland mountains.",The village is not named after the settling explorer.,contradiction,contradiction
i have been and uh some of the boy scouts have been up in there they have got some great hiking trails and camping areas up in there,Boy scouts always know the best place to camp and hike. ,neutral,neutral
Or to judge by the  Failing to nurse at night can lead to painful engorgement or even breast infection.,Mothers should nurse twice at night.,neutral,contradiction
"What's truly striking, though, is that Jobs has never really let this idea go.",Jobs clung to the idea of expanding at all costs.,neutral,entailment
"In Japan, Mainichi Shimbun criticized the new Liberal Democratic Party leader Keizo Obuchi for being devoid of fresh ideas for reviving the Japanese economy.","Mainichi Shimbun was critical of Keizo Obuchi, the new Liberal Democratic Party Leader.",entailment,entailment
'The autopilot's damaged- will the train still slow down?',There was no damage whatsoever.,contradiction,contradiction
"Cirque du Soleil's The latest from the acclaimed international troupe, O dazzles in an aquatic environment that utilizes 1.5 million gallons (6.8 million liters) of water.",Cirque du Soleil is an international troupe.,entailment,neutral
The case law is a whole body unto itself.,The case law is a whole entity unto itself.,entailment,contradiction
"The center had become a hodgepodge of unconnected programs--a day-care center, a library, a nonviolence training school.",The library was good for the community.,neutral,neutral
and i and i may have been the only one that did both because the mentality in Dallas was that you couldn't like both you had to like one and hate the other,The tradition in Dallas was that you had to like one only.,entailment,entailment
"They encourage us to indulge ourselves, and they exhort us to worry about our competence at work.","They want us to indulge ourselves, and force us to worry at work. ",entailment,entailment
This is a powerful and evocative museum.,The museum is also very inspiring to its visitors.,entailment,entailment
"Also, Time claims that for the past year, the FBI has been seeking Robert Jacques, a possible accomplice to Timothy McVeigh in the Oklahoma City bombing.",Everyone knows McVeigh acted alone.,contradiction,contradiction
"In addition, we supported the creation of a 250-page Poverty Law Manual that introduces advocates to the fundamentals of poverty law.",The manual has increased the utilization of poverty law services.,neutral,neutral
"Clean shaven, I think and dark.""","Unshaven, and bright.",contradiction,contradiction
it can't last seven years but it can last five IBM says let's throw it away Leading Edge will say we'll buy it from you,It is not going to be able to last seven years.,entailment,entailment
see now in a situation like that the boys are only sixteen years old and they were sexually involved with her and i think like at that particular point she was twenty three you know so she wasn't really that much older than them and being a boy at that age i think that they're very um you know let's face it that's at a point in your life when you you're just starting to realize all the things of life,Everyone involved was the same age.,contradiction,entailment
oh yes yeah yeah yeah that's true too that's true,That is true.,entailment,entailment
uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I used to try to sell wheat pennies.,contradiction,entailment
well i meant when when you were when you were growing up i mean like Galveston,You grew up in Galveston.,entailment,entailment
No. I guess I'm going too.,I guess I'm going since my sister is.,neutral,entailment
"However, co-requesters cannot approve additional co-requesters or restrict the timing of the release of the product after it is issued.",Co-requesters cannot approve more co-requesters.,entailment,entailment
"The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible.","Though it's not always accessible, the most ornate tomb (number 66) is of the renowned Theban queen Nefertari nestled between much simpler ones.",neutral,neutral
Here's the  439 feet + (59 feet x 0.6) = 474 feet.,This math equation might be correct.,neutral,neutral
then there's that uh let's see i like the Lakers Milwaukee Atlanta Hawks i like them too,I like the Chicago Bulls and the Warriors.,contradiction,contradiction
Why bother to sacrifice your lives for dirt farmers and slavers?,People are killed protecting farmers and slaves.,-,entailment
"He jumped up, planting one hand on the charging horse, and came at the brute with the axe.",He swung his axe at the brute to knock him off balance.,neutral,neutral
"Look, there's a legend here.",There isn't a legend here.,contradiction,contradiction
"The Revolutionaries couldn't be dissuaded from destroying most of the cathedral's statues, although 67 were saved (many of the originals are now housed in the Mus??e de l'Oeuvre Notre-Dame next door).",Only 67 statues were able to be saved from the Revolutionaries destruction.,entailment,entailment
and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity,"I was born in Richmond, Virginia.",neutral,neutral
"A newly unified Christian Spain under the Catholic Monarchs, Ferdinand and Isabella, completed the Reconquest, defeating the only Moorish enclave left on the Iberian peninsula, Granada, in 1492.",The last Moorish enclave was defeated in 1492.,entailment,neutral
Slate 's Joseph Nocera.,Nocera is the head editor for Slate.,neutral,neutral
yeah and crawl through it,There is a chance that I have to crawl through things.,neutral,entailment
But of course the DSM is informed by social values.,Social values were not taken into consideration during the DSM's creation.,contradiction,contradiction
"Instead of indulging in the usual teary nostalgia about baseball (that means you, Ken Burns), Will considered it as a craft, explaining exactly why a manager calls a hit-and-run now and not on the next pitch, how a pitcher sets up his fastball, why a shortstop moves in a step for one kind of double play and out a step for another.",Will is so passionate when he talks about baseball. ,neutral,neutral
"On top is a broad plateau 650 metres (2,132 feet) long by 300 metres (984 feet) wide.","On top is a lake, there aren't any plateaus there.",contradiction,contradiction
"  There's nothing like the trendy resort clothing available here, styled on the island by the designers of the Ad-Lib group.",There are many groups of designers who style the clothing here.,neutral,contradiction
"This guide will introduce you to many, but not all, of the popular Aegean Islands.",There are some popular Aegean islands that are not introduced in the guide.,entailment,entailment
you sound like this girl that i talked to about books and we got into movies one night,I found out about so many movies I had never heard of.,neutral,neutral
"For more sweeping panoramas, you can hike for less than an hour to either summit Petit-Bourg (716 m/2,349 ft) or Pigeon (770 m/2,526 ft).",Most people who visit choose to hike the extra half hour up to at least one summit for the beautiful views.,neutral,neutral
"As a result, EPA could not ensure that it was directing its efforts toward the environmental problems that were of greatest concern to citizens or posed the greatest risk to the health of the population or the environment itself.",EPA couldn't ensure it was directing its efforts to other things than the environmental problem.,-,contradiction
and they're illegal so i don't think it would do us any good to outlaw them all together,"Since they're illegal, it wouldn't do us to to outlaw them all together.",entailment,entailment
"After three days of using the gel, my mouth has returned to its familiar self.",Within three days their mouth felt better after using the product.,entailment,neutral
i voted in the last national one yeah i'm not sure if i got the last local one,I'm not sure if I got to vote in the last local one.,entailment,entailment
"The director, Michael Mann, has never tried to tell a story as complex (or nonviolent) as The Insider , and he and his co-screenwriter, Eric Roth, don't shape their narrative very satisfyingly.",Michael Mann directed it.,entailment,entailment
The Government does not sacrifice anything of value in exchange and the entity that forfeits the property does not receive anything of value.,Approximately 300 people forcibly forfeited their property in 2015.,neutral,neutral
Saddam could emerge strengthened (and America tarnished) in the eyes of the Arab world.,America's opinion on Saddam would also worsen.,neutral,neutral
Kentucky officials say there is a virtual epidemic of abusive relationships in the state.,There is a lot of domestic abuse in Kentucky.,entailment,neutral
He celebrated the fact by announcing that the capital would be moved from Calcutta to a whole new city to be built in Delhi.,The capital moved from Calcutta to a new city. ,entailment,entailment
"In most methods, we plan for data collection, then we collect the information, then we analyze it, and then we write the report.","information is collected, analyzed, and then a report is written.",entailment,entailment
"On the west side of the square is Old King's House (built in 1762), which was the official residence of the British governor; it was here that the proclamation of emancipation was issued in 1838.",The East side of the square is where the Old King's House stands.,contradiction,contradiction
"Sainte-Anne itself has a long, broad beach used not only by fishermen in vividly painted boats, but also by families with small children.",The families attending the beach of Sainte-Anne commonly purchase seafood meals from the fishermen as they return with their catch.,neutral,contradiction
"The formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services, in the pursuit of justice for as many low-income people throughout Colorado as possible.",Converting into just one program will help administer justice to more poor people in Colorado.,entailment,entailment
"His fantastic body could heal itself against whatever they did to him, and his mind refused to accept the torture supinely.",They were in awe of the healing ability of his body.,neutral,neutral
"The living is not equal to the Ritz, he observed with a sigh.","The living cannot be compared to the Ritz, he noted sadly.",entailment,entailment
but uh TV is something that we try to not um deliberately try not to get hung up on it like you say,We think that other hobbies are more important than watching TV.,neutral,entailment
"On the other side of the peninsula, off the tourist track in the peninsula's  heel,  are the curiously romantic landscapes of Puglia, from its centuries-old trulli constructions to the medieval fortresses of the German emperors.",Puglia is crammed with tourism.,contradiction,contradiction
Not yourself.,Not you,entailment,entailment
I was to watch for an advertisement in the Times.,I looked for an ad in my mailbox. ,contradiction,contradiction
Splendid! ,The splendid situation is a birthday party.,neutral,neutral
"Steps are initiated to allow program board membership to reflect the clienteligible community and include representatives from the funding community, corporations and other partners.",The board includes those from the funding community and corporations.,entailment,entailment
um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just,"We spent a lot of time in Douglas, Arizona during our trip.",neutral,entailment
The door opened and Severn stepped out.,They had the door slammed in their face. ,contradiction,contradiction
"In fact, European nations need to do some serious fiscal housecleaning.",The fiscal situation among European nations is perfectly okay.,contradiction,contradiction
"As the budgets, functions, and points of service of many government programs devolve to state and local government, private entities and nonprofit organizations, and other third parties, it may become harder for GAO to obtain the records it needs to complete audits and evaluations.",It has become very easy for GAO to procure the records for audits.,contradiction,contradiction
in each square,On the square outline.,contradiction,entailment
Tuppence seized the bell and Jane the knocker.,Tuppence and Jane did not go up to the door.,contradiction,contradiction
"I shan't stop you.""",I don't want to stop you.,neutral,entailment
Additional information is provided to help managers incorporate the standards into their daily operations.,This information was developed thanks to extra federal funding.,neutral,contradiction
"Growth continued for ten years, and by 1915 the town had telephones, round-the-clock electricity, and a growing population many of whom worked in the railroad repair shop.","Economic growth continued apace, with many people employed by the railroad repair shop.",entailment,entailment
I felt an immeasurable 230 contempt for him… .,I had no reason for feeling the way I did about him.,neutral,neutral
I want you to mark him.,He should be marked.,entailment,entailment
"Yes, undoubtedly the hand of Mr. Brown! Mr. Carter paused.",No identity could be assigned to the severed appendage. ,contradiction,contradiction
